fund_name,scheme_name,isin
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Equity Savings Fund - Direct Plan - Growth,INF209KA1TP9
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Equity Savings Fund - Regular - IDCW,INF209KA1TT1
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Equity Savings Fund - Regular Plan - Growth,INF209KA1TS3
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life ESG Integration Strategy Fund-Direct - Payout of IDCW,INF209KB1U84
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life ESG Integration Strategy Fund-Direct Plan-Growth,INF209KB1U76
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life ESG Integration Strategy Fund-Regular - Payout of IDCW,INF209KB1U50
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life ESG Integration Strategy Fund-Regular Plan-Growth,INF209KB1U43
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Maturity Plan - Series UQ (92 days) - Direct Plan - Growth Option,INF209KB11Y4
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Maturity Plan - Series UQ (92 days) - Direct Plan - Payout of IDCW Option,INF209KB12Y2
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Maturity Plan - Series UQ (92 days) - Regular Plan - Growth Option,INF209KB19X9
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Maturity Plan - Series UQ (92 days) - Regular Plan - Payout of IDCW Option,INF209KB10Y6
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Maturity Plan - Series UR (85 days) - Direct Plan - Growth Option,INF209KB15Y5
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Maturity Plan - Series UR (85 days) - Direct Plan - Payout of IDCW Option,INF209KB16Y3
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Maturity Plan - Series UR (85 days) - Regular Plan - Growth Option,INF209KB13Y0
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Maturity Plan - Series UR (85 days) - Regular Plan - Payout of IDCW Option,INF209KB14Y8
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Maturity Plan - Series US (100 days) - Direct Plan - Growth Option,INF209KB13Z7
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Maturity Plan - Series US (100 days) - Direct Plan - Payout of IDCW Option,INF209KB14Z5
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Maturity Plan - Series US (100 days) - Regular Plan - Growth Option,INF209KB11Z1
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Maturity Plan - Series US (100 days) - Regular Plan - Payout of IDCW Option,INF209KB12Z9
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Direct Plan - Growth Option,INF209KB12A2
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Direct Plan - Payout of IDCW option,INF209KB13A0
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Regular Plan - Growth Option,INF209KB10A6
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Regular Plan - Payout of IDCW option,INF209KB11A4
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Direct Plan - Growth Option,INF209KB16A3
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Direct Plan - Payout of IDCW Option,INF209KB17A1
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Regular Plan - Growth Option,INF209KB14A8
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Regular Plan - Payout of IDCW Option,INF209KB15A5
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series TQ (1879 days) - Direct Plan - Growth Option,INF209KB14H3
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series TQ (1879 days) - Regular Plan - Growth Option,INF209KB12H7
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series TQ (1879 days) - Regular Plan - Payout of IDCW option,INF209KB13H5
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days) - Direct Plan Growth Option,INF209KB18P7
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days) - Regular Plan - Payout of IDCW Option,INF209KB17P9
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days)- Regular Plan - Growth Option,INF209KB16P1
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series UF (180 days) - Direct Plan - Growth Option,INF209KB18S1
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series UF (180 days) - Direct Plan - Payout of IDCW Option,INF209KB19S9
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series UF (180 days) - Regular Plan - Growth Option,INF209KB16S5
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series UF (180 days) - Regular Plan - Payout of IDCW Option,INF209KB17S3
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Direct Plan - Growth Option,INF209KB13V6
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Direct Plan - Payout of IDCW Option,INF209KB14V4
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Regular Plan - Growth Option,INF209KB11V0
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Regular Plan - Payout of IDCW Option,INF209KB12V8
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Flexi Cap Fund - Growth - Direct Plan,INF209K01XX1
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,INF209K01AJ8
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Flexi Cap Fund -DIRECT - IDCW,INF209KA1LE0
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Flexi Cap Fund -Regular - IDCW,INF209K01AQ3
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Floating Rate Fund-Direct - daily IDCW,INF209K01UW9
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Floating Rate Fund-Direct - weekly IDCW,INF209K01UY5
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Floating Rate Fund-Direct Plan-Growth,INF209K01UX7
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Floating Rate Fund-Regular - DAILY IDCW,INF209KA1LN1
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Floating Rate Fund-REGULAR - WEEKLY IDCW,INF209K01MH7
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Floating Rate Fund-Regular Plan-Growth,INF209K01MG9
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Focused Fund - Growth - Direct Plan,INF209K01WE3
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Focused Fund -Direct - IDCW,INF209K01Q71
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Focused Fund -Growth Option,INF209K01462
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Focused Fund -Regular - IDCW,INF209K01454
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Global Emerging Opportunities Fund - Direct - IDCW,INF084M01EC8
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Global Emerging Opportunities Fund - Direct plan - Growth Option,INF084M01EB0
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Global Emerging Opportunities Fund - Regular - IDCW,INF084M01AU8
Aditya Birla Sun Life Mutual Fund,Aditya Birla SUn Life Global Emerging Opportunities Fund - Regular Plan - Growth Option,INF084M01AT0
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund - Retail Plan - Direct Plan - Growth Option,INF084M01EH7
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund- Retail Plan - Regular Plan - Growth Option,INF084M01AZ7
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund-DIRECT - RETAIL - IDCW,INF084M01EI5
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund-REGULAR - RETAIL - IDCW,INF084M01BA8
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Gold ETF,INF209KB18D3
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Gold Fund - Growth - Direct Plan,INF209K01YU5
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Gold Fund-DIRECT - IDCW,INF209K01YT7
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Gold Fund-Growth,INF209K01PF4
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Gold Fund-REGULAR - IDCW,INF209K01PG2
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Govenment Securities Fund -DIRECT - Quarterly IDCW,INF209KA1LC4
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Govenment Securities Fund -Regular - Quarterly IDCW,INF209K01AF6
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Government Securities Fund  - Growth - Regular Plan,INF209K01AC3
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Government Securities Fund - Growth - Direct Plan,INF209K01XP7
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Income Fund (Discipline Advantage Plan),INF209K01LD8
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Income Fund - Direct - IDCW,INF209KA1WL2
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Income Fund - Direct - Quarterly IDCW,INF209K01R13
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Income Fund - Growth - Direct Plan,INF209K01WY1
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Income Fund - Growth - Regular Plan,INF209K01579
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Income Fund - Regular - IDCW,INF209KA1WJ6
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Income Fund - Regular - Quarterly IDCW,INF209K01587
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Income Plus Arbitrage Active FOF- DIRECT - IDCW,INF084M01DQ0
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Income Plus Arbitrage Active FOF- Direct Plan - Growth Option,INF084M01DP2
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Income Plus Arbitrage Active FOF- REGULAR - IDCW,INF084M01AI3
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Income Plus Arbitrage Active FOF- Regular Plan - Growth Option,INF084M01AH5
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Infrastructure Fund -  Direct - IDCW,INF209K01WG8
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Infrastructure Fund -  Regular - IDCW,INF209K01470
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Infrastructure Fund - Growth - Direct Plan,INF209K01WH6
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Infrastructure Fund-Growth,INF209K01504
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life International Equity Fund - Direct - IDCW,INF209K01Q89
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life International Equity Fund - Growth - Direct Plan,INF209K01WS3
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life International Equity Fund - Growth - Regular Plan,INF209K01520
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life International Equity Fund - Plan B - Direct - IDCW,INF209K01Q97
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life International Equity Fund - Plan B - Growth - Direct Plan,INF209K01WU9
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life International Equity Fund - Plan B - Growth - Regular Plan,INF209K01546
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life International Equity Fund - Plan B - Regular - IDCW,INF209K01538
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life International Equity Fund - Regular - IDCW,INF209K01512
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Large & Mid Cap Fund - Growth - Direct Plan,INF209K01VH8
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Large & Mid Cap Fund - Regular Growth,INF209K01165
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Large & Mid Cap Fund -Direct - IDCW,INF209K01VG0
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Large & Mid Cap Fund -Regular - IDCW,INF209K01157
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Large Cap Fund - Growth - Direct Plan,INF209K01YY7
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Large Cap Fund-DIRECT - IDCW,INF209K01YX9
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Large Cap Fund-Growth,INF209K01BR9
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Large Cap Fund-Regular - IDCW,INF209K01BO6
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Liquid Fund - Growth,INF209K01RU9
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Liquid Fund - Growth - Direct Plan,INF209K01VA3
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Liquid Fund -Daily IDCW,INF209K01KQ2
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Liquid Fund -Direct - daily IDCW,INF209K01UZ2
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Liquid Fund -DIRECT - IDCW,INF209K01VD7
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Liquid Fund -Direct - weekly IDCW,INF209K01VC9
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Liquid Fund -Institutional - IDCW,INF209K01KN9
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Liquid Fund -Institutional - weekly  IDCW,INF209KA1LK7
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Liquid Fund -Regular - IDCW,INF209KA1LI1
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Liquid Fund -Retail - IDCW,INF209K01KP4
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Liquid Fund -weekly IDCW,INF209K01KU4
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Long Duration Fund-Direct Growth,INF209KB17J2
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Long Duration Fund-Direct IDCW Payout,INF209KB18J0
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Long Duration Fund-Regular Growth,INF209KB14J9
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Long Duration Fund-Regular IDCW Payout,INF209KB15J6
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Low duration Fund - Growth - Direct Plan,INF209K01XU7
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Low Duration Fund -Direct - daily IDCW,INF209K01XW3
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Low Duration Fund -Direct - weekly IDCW,INF209K01XV5
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Low Duration Fund -Institutional - weekly  IDCW,INF209K01KG3
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Low Duration Fund -Regular - DAILY IDCW,INF209KA1LP6
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Low Duration Fund -REGULAR - WEEKLY IDCW,INF209KA1LQ4
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Low Duration Fund -Regular- Growth Plan,INF209K01LQ0
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Manufacturing Equity Fund - Direct - IDCW,INF209KA1YL8
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Manufacturing Equity Fund - Direct Plan - Growth,INF209KA1YK0
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Manufacturing Equity Fund - Regular - IDCW,INF209KA1YI4
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Manufacturing Equity Fund - Regular Plan - Growth,INF209KA1YH6
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Medium Term Plan - DIRECT - HALF YEARLY IDCW,INF209KA1KN3
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Medium Term Plan - Direct - IDCW,INF209KA1KO1
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Medium Term Plan - DIRECT - Quarterly IDCW,INF209KA1KP8
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Medium Term Plan - Growth - Direct Plan,INF209K01XA9
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Medium Term Plan - Growth - Regular Plan,INF209K01603
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Medium Term Plan - Institutional - Growth Plan,INF209K01660
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Medium Term Plan - REGULAR - HALFYEARLY IDCW,INF209K01595
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Medium Term Plan - Regular - IDCW,INF209K01611
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Medium Term Plan - REGULAR - Quarterly IDCW,INF209K01637
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Midcap Fund - Growth - Direct Plan,INF209K01Q30
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Midcap Fund -DIRECT - IDCW,INF209K01Q22
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Midcap Fund -REGULAR - IDCW,INF209K01355
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life MIDCAP Fund-Growth,INF209K01363
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life MNC Fund - DIRECT - IDCW,INF209K01Q06
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life MNC Fund - Growth - Direct Plan,INF209K01VT3
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life MNC Fund - Growth - Regular Plan,INF209K01322
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life MNC Fund - Regular - IDCW,INF209K01314
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Money Manager Fund - Daily IDCW,INF209K01SZ6
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Money Manager Fund - Direct - daily IDCW,INF209K01UT5
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Money Manager Fund - Direct - weekly IDCW,INF209K01UV1
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Money Manager Fund - Growth,INF209K01RV7
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Money Manager Fund - Growth - Direct Plan,INF209K01UU3
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Money Manager Fund - Retail - Daily IDCW,INF209K01JZ5
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Money Manager Fund - WEEKLY IDCW,INF209K01SY9
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life MSCI India ETF,INF209KC1662
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Multi Asset Allocation Fund-Direct Growth,INF209KB15R9
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Multi Asset Allocation Fund-Direct IDCW,INF209KB16R7
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Multi Asset Allocation Fund-Regular Growth,INF209KB12R6
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Multi Asset Allocation Fund-Regular IDCW,INF209KB13R4
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Multi Asset Omni FoF- Direct Plan - Growth Option,INF084M01DM9
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Multi Asset Omni FoF- Regular Plan - Growth Option,INF084M01AE2
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Multi Asset Omni FOF-DIRECT - IDCW,INF084M01DN7
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Multi Asset Omni FoF-REGULAR - IDCW,INF084M01AF9
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Multi-Asset Passive FOF-Direct Growth,INF209KB15M0
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Multi-Asset Passive FOF-Direct IDCW,INF209KB16M8
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Multi-Asset Passive FOF-Regular Growth,INF209KB12M7
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Multi-Asset Passive FOF-Regular IDCW,INF209KB13M5
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Multi-Cap Fund-Direct Growth,INF209KB1Y49
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Multi-Cap Fund-Direct IDCW Payout,INF209KB1Y56
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,INF209KB1Y23
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Multi-Cap Fund-Regular-IDCW Payout,INF209KB1Y31
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,INF209KB14K7
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,INF209KB15K4
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Direct Growth,INF209KB1Z71
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Direct-IDCW,INF209KB1Z89
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Regular Growth,INF209KB1Z48
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Regular IDCW,INF209KB1Z55
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Nifty 50 ETF,INF209KB19D1
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Direct Plan,INF209K01VY3
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Regular Plan,INF209K01LB2
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Nifty 50 Index Fund -DIRECT - IDCW,INF209K01VX5
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Nifty 50 Index Fund -REGULAR - IDCW,INF209K01LA4
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Nifty Bank ETF,INF209KB17D5
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Nifty Healthcare ETF,INF209KB10C2
